login_id,user_id,timestamp,login_hour,day_of_week,country,city,usual_country,usual_city,device_type,browser,ip_address,failed_attempts,mfa_used,mfa_type,mfa_failed_attempts,new_device,foreign_login,unusual_hour,impossible_travel,suspicious_ip,login_success,attack_type,is_suspicious
L000014,U0202,2026-07-18 20:28:00,20,Saturday,United States,New York,United States,New York,Mobile,Safari,218.130.1.205,0,False,None,0,False,False,False,False,False,True,Normal,0
L000015,U0124,2026-07-04 14:40:00,14,Saturday,United States,San Francisco,United States,San Francisco,Desktop,Safari,22.107.143.46,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000016,U0070,2026-07-02 12:36:00,12,Thursday,Germany,Berlin,Germany,Berlin,Mobile,Safari,97.206.65.199,0,True,SMS,0,False,False,False,False,False,False,Normal,0
L000017,U0023,2026-07-03 20:41:00,20,Friday,Germany,Munich,Germany,Munich,Tablet,Chrome,61.12.84.65,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000018,U0030,2026-07-02 14:08:00,14,Thursday,United States,Chicago,United States,Chicago,Laptop,Chrome,10.147.214.6,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000019,U0232,2026-07-07 11:38:00,11,Tuesday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Chrome,81.212.69.207,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000020,U0083,2026-07-24 04:29:00,4,Friday,United States,Edison,United States,Edison,Mobile,Edge,66.117.131.71,0,True,Email Code,0,False,False,True,False,False,False,Unusual Hour Login,1
L000021,U0070,2026-07-31 20:18:00,20,Friday,Germany,Berlin,Germany,Berlin,Mobile,Safari,173.53.230.226,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000022,U0121,2026-07-07 07:16:00,7,Tuesday,United States,San Francisco,United States,San Francisco,Laptop,Safari,181.148.120.217,0,False,None,0,False,False,False,False,False,True,Normal,0
L000023,U0009,2026-07-02 19:23:00,19,Thursday,Brazil,São Paulo,Brazil,São Paulo,Mobile,Chrome,124.234.18.83,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000024,U0076,2026-07-11 17:22:00,17,Saturday,United States,New York,United States,New York,Laptop,Chrome,114.45.179.32,0,False,None,0,False,False,False,False,False,True,Normal,0
L000025,U0110,2026-07-08 10:00:00,10,Wednesday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Edge,215.168.10.5,10,False,None,0,True,False,False,False,False,True,Brute Force,1
L000026,U0154,2026-07-21 13:43:00,13,Tuesday,India,Delhi,India,Delhi,Laptop,Chrome,166.172.164.188,0,False,None,0,False,False,False,False,False,True,Normal,0
L000027,U0155,2026-07-31 13:28:00,13,Friday,United States,Chicago,United States,Chicago,Tablet,Edge,209.176.243.229,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000028,U0080,2026-07-16 18:01:00,18,Thursday,United States,San Francisco,United States,San Francisco,Desktop,Chrome,99.232.121.64,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000029,U0238,2026-07-05 10:19:00,10,Sunday,United States,Chicago,United States,Chicago,Desktop,Safari,66.24.196.59,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000030,U0030,2026-07-30 00:41:00,0,Thursday,United States,Chicago,United States,Chicago,Laptop,Chrome,69.250.116.248,9,False,None,0,True,False,True,False,False,False,Brute Force,1
L000031,U0034,2026-07-05 12:54:00,12,Sunday,United States,Chicago,United States,Chicago,Mobile,Chrome,33.238.60.153,0,False,None,0,False,False,False,False,False,True,Normal,0
L000032,U0098,2026-07-12 11:52:00,11,Sunday,United States,Edison,United States,Edison,Laptop,Chrome,96.9.138.5,5,True,Email Code,0,False,False,False,False,False,True,Brute Force,1
L000033,U0114,2026-07-06 07:03:00,7,Monday,United States,San Francisco,United States,San Francisco,Desktop,Chrome,201.251.76.216,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000034,U0025,2026-07-06 11:08:00,11,Monday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,46.12.243.169,2,True,SMS,0,False,False,False,False,False,True,Normal,0
L000035,U0060,2026-07-21 00:25:00,0,Tuesday,United States,New York,United States,New York,Laptop,Safari,59.124.212.176,0,True,Email Code,0,False,False,True,False,False,True,Normal,0
L000036,U0158,2026-07-01 08:05:00,8,Wednesday,United States,Edison,United States,Edison,Tablet,Chrome,53.33.160.40,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000037,U0106,2026-07-10 12:54:00,12,Friday,United Kingdom,London,United Kingdom,London,Desktop,Safari,213.92.40.65,0,False,None,0,False,False,False,False,False,False,Normal,0
L000038,U0025,2026-07-02 14:40:00,14,Thursday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,109.152.85.155,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000039,U0014,2026-07-08 13:25:00,13,Wednesday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,214.12.113.160,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000040,U0053,2026-07-27 10:52:00,10,Monday,United States,New York,United States,New York,Tablet,Safari,182.182.186.180,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000041,U0038,2026-07-17 09:45:00,9,Friday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Chrome,16.77.78.115,1,True,SMS,0,False,False,False,False,False,True,Normal,0
L000042,U0082,2026-07-29 15:26:00,15,Wednesday,United States,Edison,United States,Edison,Laptop,Safari,54.52.181.131,0,False,None,0,False,False,False,False,False,True,Normal,0
L000043,U0238,2026-07-30 07:42:00,7,Thursday,United States,Chicago,United States,Chicago,Desktop,Safari,221.222.236.210,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000044,U0145,2026-07-18 08:26:00,8,Saturday,Brazil,São Paulo,Brazil,São Paulo,Mobile,Chrome,156.53.202.247,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000045,U0151,2026-07-25 11:55:00,11,Saturday,United States,Chicago,United States,Chicago,Mobile,Chrome,134.51.252.194,0,False,None,0,False,False,False,False,False,True,Normal,0
L000046,U0182,2026-07-31 16:32:00,16,Friday,Canada,Toronto,Canada,Toronto,Laptop,Chrome,57.221.71.144,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000047,U0152,2026-07-08 12:32:00,12,Wednesday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,30.34.206.128,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000048,U0151,2026-07-25 05:06:00,5,Saturday,United States,Chicago,United States,Chicago,Mobile,Chrome,164.40.151.63,0,False,None,0,False,False,False,False,False,True,Normal,0
L000049,U0164,2026-07-03 19:02:00,19,Friday,Canada,Toronto,Canada,Toronto,Laptop,Chrome,164.223.32.154,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000050,U0170,2026-07-20 14:44:00,14,Monday,United States,Chicago,United States,Chicago,Desktop,Safari,194.213.2.5,6,False,None,0,False,False,False,False,False,True,Brute Force,1
L000051,U0095,2026-07-02 09:59:00,9,Thursday,United Kingdom,Manchester,United Kingdom,Manchester,Mobile,Chrome,170.185.60.229,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000052,U0042,2026-07-25 16:40:00,16,Saturday,Germany,Munich,Germany,Munich,Laptop,Firefox,75.22.13.177,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000053,U0218,2026-07-07 03:50:00,3,Tuesday,India,Mumbai,India,Mumbai,Mobile,Chrome,212.193.68.38,1,True,Authenticator App,0,False,False,True,False,False,False,Unusual Hour Login,1
L000054,U0205,2026-07-27 18:47:00,18,Monday,Canada,Toronto,Canada,Toronto,Laptop,Chrome,83.7.3.116,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000055,U0002,2026-07-13 11:50:00,11,Monday,Brazil,São Paulo,United States,Chicago,Laptop,Chrome,160.200.156.24,3,True,Email Code,0,False,True,False,True,False,True,Impossible Travel,1
L000056,U0201,2026-07-12 09:31:00,9,Sunday,United States,New York,United States,New York,Laptop,Safari,52.69.55.107,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000057,U0228,2026-07-25 12:31:00,12,Saturday,United States,Edison,United States,Edison,Desktop,Safari,40.55.105.2,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000058,U0061,2026-07-19 14:10:00,14,Sunday,India,Delhi,India,Delhi,Laptop,Chrome,131.64.207.14,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000059,U0149,2026-07-15 16:42:00,16,Wednesday,United States,San Francisco,United States,San Francisco,Mobile,Safari,105.91.74.142,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000060,U0127,2026-07-03 21:16:00,21,Friday,United States,Boston,United States,Boston,Desktop,Firefox,112.233.228.144,1,False,None,0,False,False,False,False,True,False,Suspicious IP Login,1
L000061,U0227,2026-07-13 10:17:00,10,Monday,United States,Edison,United States,Edison,Laptop,Safari,223.163.94.94,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000062,U0066,2026-07-18 07:07:00,7,Saturday,United States,San Francisco,United States,San Francisco,Mobile,Firefox,200.172.228.210,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000063,U0159,2026-07-14 16:53:00,16,Tuesday,United States,New York,United States,New York,Desktop,Chrome,218.218.137.204,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000064,U0243,2026-07-14 13:18:00,13,Tuesday,Brazil,São Paulo,Brazil,São Paulo,Mobile,Firefox,172.37.168.172,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000065,U0083,2026-07-23 17:26:00,17,Thursday,United States,Edison,United States,Edison,Mobile,Edge,153.79.210.12,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000066,U0208,2026-07-05 06:14:00,6,Sunday,Canada,Vancouver,Canada,Vancouver,Desktop,Chrome,180.33.188.144,0,False,None,0,False,False,False,False,False,True,Normal,0
L000067,U0133,2026-07-24 18:24:00,18,Friday,United States,Chicago,United States,Chicago,Laptop,Firefox,159.59.61.78,1,True,SMS,0,False,False,False,False,False,False,Normal,0
L000068,U0027,2026-07-01 10:53:00,10,Wednesday,India,Delhi,United States,Edison,Laptop,Edge,48.72.218.76,0,True,Email Code,0,False,True,False,False,False,True,Foreign Login,1
L000069,U0241,2026-07-24 05:15:00,5,Friday,Canada,Vancouver,Canada,Vancouver,Laptop,Chrome,223.3.114.96,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000070,U0016,2026-07-27 10:56:00,10,Monday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Chrome,90.49.93.97,2,True,SMS,0,False,False,False,False,False,True,Normal,0
L000071,U0080,2026-07-17 15:26:00,15,Friday,United States,San Francisco,United States,San Francisco,Desktop,Chrome,62.167.199.192,0,True,SMS,0,False,False,False,False,False,False,Normal,0
L000072,U0114,2026-07-17 22:35:00,22,Friday,United States,San Francisco,United States,San Francisco,Desktop,Chrome,182.132.33.214,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000073,U0042,2026-07-28 13:02:00,13,Tuesday,Germany,Munich,Germany,Munich,Laptop,Firefox,111.33.163.124,0,True,Authenticator App,0,False,False,False,False,False,False,Normal,0
L000074,U0075,2026-07-31 13:29:00,13,Friday,United States,New York,United States,New York,Desktop,Firefox,95.100.110.231,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000075,U0084,2026-07-11 07:37:00,7,Saturday,United Kingdom,London,United Kingdom,London,Desktop,Edge,89.157.165.205,0,False,None,0,False,False,False,False,False,True,Normal,0
L000076,U0126,2026-07-22 07:25:00,7,Wednesday,United States,Boston,United States,Boston,Laptop,Chrome,63.124.219.151,0,False,None,0,False,False,False,False,False,True,Normal,0
L000077,U0214,2026-07-23 13:31:00,13,Thursday,United States,Boston,United States,Boston,Laptop,Chrome,212.132.154.177,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000078,U0006,2026-07-07 23:26:00,23,Tuesday,Brazil,Rio de Janeiro,Brazil,Rio de Janeiro,Laptop,Safari,17.40.5.181,1,False,None,0,True,False,False,False,False,False,New Device Login,1
L000079,U0121,2026-07-04 13:34:00,13,Saturday,United States,San Francisco,United States,San Francisco,Laptop,Safari,105.147.221.66,0,False,None,0,False,False,False,False,False,True,Normal,0
L000080,U0036,2026-07-26 20:15:00,20,Sunday,United States,Boston,United States,Boston,Laptop,Chrome,141.137.210.130,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000081,U0032,2026-07-30 15:06:00,15,Thursday,United States,Edison,United States,Edison,Laptop,Safari,91.152.253.142,6,False,None,0,False,False,False,False,False,False,Brute Force,1
L000082,U0238,2026-07-06 11:25:00,11,Monday,United States,Chicago,United States,Chicago,Desktop,Safari,132.186.60.109,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000083,U0081,2026-07-30 13:46:00,13,Thursday,India,Bangalore,India,Bangalore,Tablet,Chrome,88.76.30.101,1,False,None,0,False,False,False,False,False,True,Normal,0
L000084,U0187,2026-07-02 07:44:00,7,Thursday,United Kingdom,London,United Kingdom,London,Desktop,Chrome,213.14.140.125,2,False,None,0,False,False,False,False,False,False,Normal,0
L000085,U0165,2026-07-24 12:30:00,12,Friday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Edge,173.226.196.124,1,False,None,0,False,False,False,False,False,True,Normal,0
L000086,U0140,2026-07-02 10:41:00,10,Thursday,United States,Chicago,United States,Chicago,Laptop,Edge,16.216.125.108,8,False,None,0,False,False,False,False,False,False,Brute Force,1
L000087,U0250,2026-07-25 12:08:00,12,Saturday,United States,San Francisco,United States,San Francisco,Laptop,Safari,192.125.81.87,1,True,SMS,0,False,False,False,False,False,True,Normal,0
L000088,U0156,2026-07-12 12:11:00,12,Sunday,India,Mumbai,India,Mumbai,Mobile,Chrome,168.143.31.190,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000089,U0036,2026-07-10 23:08:00,23,Friday,United States,Boston,United States,Boston,Laptop,Chrome,19.90.18.252,1,True,SMS,0,False,False,False,False,False,True,Normal,0
L000090,U0131,2026-07-10 12:07:00,12,Friday,United Kingdom,London,United Kingdom,London,Laptop,Safari,193.236.250.24,0,False,None,0,False,False,False,False,False,True,Normal,0
L000091,U0186,2026-07-17 16:18:00,16,Friday,United States,Boston,United States,Boston,Laptop,Chrome,57.2.38.142,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000092,U0083,2026-07-14 13:49:00,13,Tuesday,United States,Edison,United States,Edison,Mobile,Edge,185.33.253.122,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000093,U0178,2026-07-16 04:23:00,4,Thursday,United Kingdom,Manchester,United Kingdom,Manchester,Mobile,Safari,121.142.224.235,1,True,SMS,0,False,False,True,False,False,True,Unusual Hour Login,1
L000094,U0186,2026-07-19 10:50:00,10,Sunday,United States,Boston,United States,Boston,Laptop,Chrome,44.120.132.56,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000095,U0136,2026-07-21 08:20:00,8,Tuesday,India,Mumbai,India,Mumbai,Laptop,Chrome,211.152.223.107,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000096,U0152,2026-07-23 08:44:00,8,Thursday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,73.90.0.196,6,False,None,0,True,False,False,False,False,False,Brute Force,1
L000097,U0157,2026-07-07 09:29:00,9,Tuesday,United States,Boston,United States,Boston,Laptop,Chrome,143.93.47.155,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000098,U0153,2026-07-03 11:24:00,11,Friday,Brazil,São Paulo,Brazil,São Paulo,Mobile,Chrome,60.91.246.59,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000099,U0090,2026-07-11 10:27:00,10,Saturday,United States,Boston,United States,Boston,Tablet,Safari,63.227.95.3,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000100,U0135,2026-07-10 18:42:00,18,Friday,United States,Chicago,United States,Chicago,Laptop,Edge,145.42.41.139,0,False,None,0,False,False,False,False,False,True,Normal,0
L000101,U0059,2026-07-16 16:45:00,16,Thursday,United States,Boston,United States,Boston,Tablet,Safari,124.114.6.173,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000102,U0053,2026-07-08 10:15:00,10,Wednesday,United States,New York,United States,New York,Tablet,Safari,137.49.193.238,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000103,U0081,2026-07-24 13:11:00,13,Friday,India,Bangalore,India,Bangalore,Tablet,Chrome,77.212.1.232,1,False,None,0,False,False,False,False,False,True,Normal,0
L000104,U0107,2026-07-15 14:49:00,14,Wednesday,United States,Edison,United States,Edison,Desktop,Chrome,213.145.41.58,0,True,Email Code,0,False,False,False,False,False,False,Normal,0
L000105,U0073,2026-07-01 08:56:00,8,Wednesday,United States,San Francisco,United States,San Francisco,Laptop,Safari,154.58.39.124,5,False,None,0,False,False,False,False,True,False,Credential Stuffing,1
L000106,U0143,2026-07-15 07:03:00,7,Wednesday,United States,Edison,United States,Edison,Laptop,Chrome,29.81.123.104,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000107,U0018,2026-07-17 10:03:00,10,Friday,India,Bangalore,India,Bangalore,Laptop,Edge,80.69.164.36,0,False,None,0,False,False,False,False,False,True,Normal,0
L000108,U0066,2026-07-06 06:31:00,6,Monday,United States,San Francisco,United States,San Francisco,Mobile,Firefox,35.113.141.139,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000109,U0043,2026-07-10 15:00:00,15,Friday,United Kingdom,London,United Kingdom,London,Laptop,Firefox,44.179.104.249,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000110,U0191,2026-07-09 18:27:00,18,Thursday,Brazil,São Paulo,Brazil,São Paulo,Mobile,Chrome,189.191.25.236,0,True,Email Code,0,False,False,False,False,False,False,Normal,0
L000111,U0055,2026-07-22 10:21:00,10,Wednesday,Germany,Berlin,Germany,Berlin,Mobile,Edge,101.82.145.86,2,True,SMS,0,False,False,False,False,False,True,Normal,0
L000112,U0144,2026-07-15 11:53:00,11,Wednesday,United States,Edison,United States,Edison,Desktop,Firefox,190.185.54.232,0,False,None,0,False,False,False,False,False,True,Normal,0
L000113,U0129,2026-07-22 08:24:00,8,Wednesday,United States,San Francisco,United States,San Francisco,Mobile,Chrome,173.98.84.44,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000114,U0049,2026-07-07 11:04:00,11,Tuesday,United States,Boston,United States,Boston,Laptop,Chrome,142.232.253.49,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000115,U0041,2026-07-12 16:27:00,16,Sunday,India,Mumbai,India,Mumbai,Laptop,Safari,162.130.65.207,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000116,U0033,2026-07-02 15:16:00,15,Thursday,United States,Chicago,United States,Chicago,Laptop,Chrome,30.63.178.27,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000117,U0078,2026-07-11 15:23:00,15,Saturday,United States,New York,United States,New York,Laptop,Chrome,138.4.124.169,6,False,None,0,True,False,False,False,False,False,Brute Force,1
L000118,U0207,2026-07-29 15:39:00,15,Wednesday,United States,New York,United States,New York,Laptop,Chrome,155.23.183.62,1,True,Email Code,0,False,False,False,False,False,False,Normal,0
L000119,U0104,2026-07-02 08:58:00,8,Thursday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Chrome,12.16.118.41,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000120,U0051,2026-07-04 09:24:00,9,Saturday,United States,Edison,United States,Edison,Laptop,Firefox,134.231.80.102,8,False,None,0,False,False,False,False,True,True,Credential Stuffing,1
L000121,U0184,2026-07-24 12:36:00,12,Friday,Germany,Munich,Germany,Munich,Mobile,Chrome,21.47.45.53,5,False,None,0,False,False,False,False,False,False,Brute Force,1
L000122,U0001,2026-07-12 09:32:00,9,Sunday,United States,Edison,United States,Edison,Mobile,Chrome,139.68.177.64,4,True,Email Code,0,True,False,False,False,False,False,New Device Login,1
L000123,U0113,2026-07-03 12:29:00,12,Friday,United States,Boston,United States,Boston,Desktop,Chrome,111.88.216.245,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000124,U0218,2026-07-20 10:51:00,10,Monday,India,Mumbai,India,Mumbai,Mobile,Chrome,103.230.173.13,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000125,U0184,2026-07-06 17:05:00,17,Monday,Germany,Munich,Germany,Munich,Mobile,Chrome,218.225.117.87,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000126,U0039,2026-07-01 12:45:00,12,Wednesday,Brazil,Rio de Janeiro,Brazil,Rio de Janeiro,Desktop,Edge,81.233.89.112,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000127,U0081,2026-07-15 17:51:00,17,Wednesday,India,Bangalore,India,Bangalore,Tablet,Chrome,15.175.94.178,1,False,None,0,False,False,False,False,False,True,Normal,0
L000128,U0248,2026-07-09 09:19:00,9,Thursday,India,Bangalore,India,Bangalore,Laptop,Chrome,200.52.11.198,0,True,SMS,0,False,False,False,False,False,False,Normal,0
L000129,U0093,2026-07-20 10:30:00,10,Monday,United States,Chicago,United States,Chicago,Laptop,Firefox,55.84.247.108,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000130,U0138,2026-07-01 09:48:00,9,Wednesday,United States,New York,United States,New York,Laptop,Chrome,156.161.71.95,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000131,U0073,2026-07-12 12:35:00,12,Sunday,United States,San Francisco,United States,San Francisco,Laptop,Safari,44.12.91.126,1,False,None,0,False,False,False,False,False,True,Normal,0
L000132,U0157,2026-07-08 18:50:00,18,Wednesday,United States,Boston,United States,Boston,Laptop,Chrome,98.210.176.197,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000133,U0135,2026-07-21 07:30:00,7,Tuesday,United States,Chicago,United States,Chicago,Laptop,Edge,118.229.193.36,0,False,None,0,False,False,False,False,False,True,Normal,0
L000134,U0159,2026-07-29 13:28:00,13,Wednesday,United States,New York,United States,New York,Desktop,Chrome,169.48.120.107,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000135,U0016,2026-07-05 08:54:00,8,Sunday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Chrome,126.201.136.75,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000136,U0088,2026-07-09 19:04:00,19,Thursday,United States,Boston,United States,Boston,Laptop,Firefox,17.169.34.90,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000137,U0177,2026-07-15 15:08:00,15,Wednesday,United States,Boston,United States,Boston,Laptop,Chrome,197.150.191.5,1,False,None,0,False,False,False,False,False,True,Normal,0
L000138,U0146,2026-07-26 14:32:00,14,Sunday,United States,Edison,United States,Edison,Laptop,Firefox,167.120.63.144,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L000139,U0162,2026-07-24 21:25:00,21,Friday,United States,Edison,United States,Edison,Laptop,Firefox,92.182.254.132,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L000140,U0100,2026-07-17 13:51:00,13,Friday,India,Mumbai,India,Mumbai,Laptop,Safari,56.80.195.246,0,False,None,0,False,False,False,False,False,True,Normal,0
L000141,U0017,2026-07-04 12:59:00,12,Saturday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,52.134.91.77,1,False,None,0,False,False,False,False,False,True,Normal,0
L000142,U0193,2026-07-07 15:14:00,15,Tuesday,United States,New York,United States,New York,Laptop,Chrome,118.231.114.230,0,False,None,0,False,False,False,False,False,False,Normal,0
L000143,U0144,2026-07-05 16:44:00,16,Sunday,United States,Edison,United States,Edison,Desktop,Firefox,221.139.238.9,0,False,None,0,False,False,False,False,False,True,Normal,0
L000144,U0111,2026-07-07 17:22:00,17,Tuesday,United States,Chicago,United States,Chicago,Laptop,Chrome,124.62.24.11,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L000145,U0078,2026-07-02 11:15:00,11,Thursday,United States,New York,United States,New York,Laptop,Chrome,23.224.5.76,7,True,Authenticator App,0,True,False,False,False,False,True,Brute Force,1
L000146,U0120,2026-07-31 17:20:00,17,Friday,Canada,Toronto,Canada,Toronto,Desktop,Firefox,51.195.240.21,1,True,SMS,0,False,False,False,False,False,True,Normal,0
L000147,U0092,2026-07-31 15:21:00,15,Friday,United States,New York,United States,New York,Mobile,Chrome,152.249.209.180,0,True,SMS,0,False,False,False,False,False,False,Normal,0
L000148,U0101,2026-07-23 04:22:00,4,Thursday,United States,Chicago,United States,Chicago,Laptop,Edge,197.255.250.95,1,True,SMS,0,False,False,True,False,False,True,Normal,0
L000149,U0168,2026-07-14 17:36:00,17,Tuesday,United States,Chicago,United States,Chicago,Laptop,Safari,145.208.125.188,7,True,Email Code,0,False,False,False,False,True,False,Credential Stuffing,1
L000150,U0019,2026-07-29 22:02:00,22,Wednesday,United States,New York,United States,New York,Desktop,Safari,33.89.5.178,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
